"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"hh1","refugee_status",NA,"refugee",0.796482412060302,NA,0.756902622294943,0.83606220182566,NA,NA
"hh1","refugee_status",NA,"non_refugee",0.817708333333333,NA,0.779067813701948,0.856348852964718,NA,NA
"hh1_i","refugee_status",NA,"refugee",0.218592964824121,NA,0.177963494243203,0.259222435405038,NA,NA
"hh1_i","refugee_status",NA,"non_refugee",0.2421875,NA,0.199311221535538,0.285063778464462,NA,NA
"hh1_ii","refugee_status",NA,"refugee",0.781407035175879,NA,0.740777564594962,0.822036505756797,NA,NA
"hh1_ii","refugee_status",NA,"non_refugee",0.7578125,NA,0.714936221535537,0.800688778464463,NA,NA
"hh3","refugee_status",NA,"refugee",0.389447236180905,NA,0.341510293918505,0.437384178443304,NA,NA
"hh3","refugee_status",NA,"non_refugee",0.549479166666667,NA,0.499683288778276,0.599275044555057,NA,NA
"hh4","refugee_status",NA,"refugee",0.0125628140703518,NA,0.00161360824355726,0.0235120198971463,NA,NA
"hh4","refugee_status",NA,"non_refugee",0.015625,NA,0.00321274643104857,0.0280372535689514,NA,NA
"hh2_i","refugee_status",NA,"refugee",0.0452261306532663,NA,0.0247979639443739,0.0656542973621588,NA,NA
"hh2_i","refugee_status",NA,"non_refugee",0.0963541666666667,NA,0.066822040612277,0.125886292721056,NA,NA
"hh5","refugee_status",NA,"refugee",0.296482412060302,NA,0.251584957681565,0.341379866439038,NA,NA
"hh5","refugee_status",NA,"non_refugee",0.360313315926893,NA,0.312201612789867,0.408425019063919,NA,NA
"hh6","refugee_status",NA,"refugee",0.265151515151515,NA,0.221647860240444,0.308655170062586,NA,NA
"hh6","refugee_status",NA,"non_refugee",0.274869109947644,NA,0.230070259520245,0.319667960375043,NA,NA
"fear_eviction_why.lack_funds","refugee_status",NA,"refugee",0.342857142857143,NA,0.251849798317416,0.433864487396869,NA,NA
"fear_eviction_why.lack_funds","refugee_status",NA,"non_refugee",0.171428571428571,NA,0.0991688096320409,0.243688333225102,NA,NA
"fear_eviction_why.no_longer_hosted","refugee_status",NA,"refugee",0.228571428571429,NA,0.148061623151029,0.309081233991828,NA,NA
"fear_eviction_why.no_longer_hosted","refugee_status",NA,"non_refugee",0.266666666666667,NA,0.181880495216747,0.351452838116586,NA,NA
"fear_eviction_why.unaccepted_by_community","refugee_status",NA,"refugee",0,NA,0,0,NA,NA
"fear_eviction_why.unaccepted_by_community","refugee_status",NA,"non_refugee",0,NA,0,0,NA,NA
"fear_eviction_why.authorities_request","refugee_status",NA,"refugee",0.019047619047619,NA,-0.00716040369268568,0.0452556417879238,NA,NA
"fear_eviction_why.authorities_request","refugee_status",NA,"non_refugee",0.019047619047619,NA,-0.00716040369268574,0.0452556417879238,NA,NA
"fear_eviction_why.owner_request","refugee_status",NA,"refugee",0,NA,0,0,NA,NA
"fear_eviction_why.owner_request","refugee_status",NA,"non_refugee",0.0952380952380952,NA,0.0389570117806988,0.151519178695492,NA,NA
"fear_eviction_why.no_agreement","refugee_status",NA,"refugee",0,NA,0,0,NA,NA
"fear_eviction_why.no_agreement","refugee_status",NA,"non_refugee",0.00952380952380952,NA,-0.00909780431699939,0.0281454233646184,NA,NA
"fear_eviction_why.inadequate","refugee_status",NA,"refugee",0.123809523809524,NA,0.0606605588661744,0.186958488752873,NA,NA
"fear_eviction_why.inadequate","refugee_status",NA,"non_refugee",0.180952380952381,NA,0.107140431981783,0.254764329922978,NA,NA
"fear_eviction_why.dispute","refugee_status",NA,"refugee",0.304761904761905,NA,0.216507362671526,0.393016446852284,NA,NA
"fear_eviction_why.dispute","refugee_status",NA,"non_refugee",0.295238095238095,NA,0.207780535878456,0.382695654597734,NA,NA
"amm1_i","refugee_status",NA,"refugee",0.0176767676767677,NA,0.00468978019553292,0.0306637551580024,NA,NA
"amm1_i","refugee_status",NA,"non_refugee",0.0994764397905759,NA,0.0694431189685173,0.129509760612635,NA,NA
