"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"hh1","refugee_status",NA,"refugee",0.796482412060302,NA,0.756902622294943,0.83606220182566,NA,NA
"hh1","refugee_status",NA,"non_refugee",0.817708333333333,NA,0.779067813701948,0.856348852964718,NA,NA
"hh1_i","refugee_status",NA,"refugee",0.218592964824121,NA,0.177963494243203,0.259222435405038,NA,NA
"hh1_i","refugee_status",NA,"non_refugee",0.2421875,NA,0.199311221535538,0.285063778464462,NA,NA
"hh1_ii","refugee_status",NA,"refugee",0.781407035175879,NA,0.740777564594962,0.822036505756797,NA,NA
"hh1_ii","refugee_status",NA,"non_refugee",0.7578125,NA,0.714936221535537,0.800688778464463,NA,NA
"hh3","refugee_status",NA,"refugee",0.389447236180905,NA,0.341510293918505,0.437384178443304,NA,NA
"hh3","refugee_status",NA,"non_refugee",0.549479166666667,NA,0.499683288778276,0.599275044555057,NA,NA
"hh4","refugee_status",NA,"refugee",0.0125628140703518,NA,0.00161360824355726,0.0235120198971463,NA,NA
"hh4","refugee_status",NA,"non_refugee",0.015625,NA,0.00321274643104857,0.0280372535689514,NA,NA
"hh2_i","refugee_status",NA,"refugee",0.0452261306532663,NA,0.0247979639443739,0.0656542973621588,NA,NA
"hh2_i","refugee_status",NA,"non_refugee",0.0963541666666667,NA,0.066822040612277,0.125886292721056,NA,NA
"hh5","refugee_status",NA,"refugee",0.296482412060302,NA,0.251584957681565,0.341379866439038,NA,NA
"hh5","refugee_status",NA,"non_refugee",0.360313315926893,NA,0.312201612789867,0.408425019063919,NA,NA
"pwd","refugee_status","no","non_refugee",0.778645833333333,NA,0.73703104131833,0.820260625348337,NA,NA
"pwd","refugee_status","yes","non_refugee",0.221354166666667,NA,0.179739374651663,0.26296895868167,NA,NA
"pwd","refugee_status","no","refugee",0.688442211055276,NA,0.642842612021656,0.734041810088897,NA,NA
"pwd","refugee_status","yes","refugee",0.311557788944724,NA,0.265958189911103,0.357157387978344,NA,NA
"displaced_escalation","refugee_status","no","non_refugee",0.432291666666667,NA,0.382634153979388,0.481949179353945,NA,NA
"displaced_escalation","refugee_status","yes","non_refugee",0.567708333333333,NA,0.518050820646055,0.617365846020612,NA,NA
"displaced_escalation","refugee_status","no","refugee",0.49748743718593,NA,0.4482582695492,0.546716604822659,NA,NA
"displaced_escalation","refugee_status","yes","refugee",0.50251256281407,NA,0.453283395177341,0.5517417304508,NA,NA
"shelter_type","refugee_status","apartment","non_refugee",0.630208333333333,NA,0.581818455397845,0.678598211268821,NA,NA
"shelter_type","refugee_status","collective_shelter","non_refugee",0.0078125,NA,-0.00101272500053119,0.0166377250005312,NA,NA
"shelter_type","refugee_status","house","non_refugee",0.268229166666667,NA,0.223819813898374,0.312638519434959,NA,NA
"shelter_type","refugee_status","makeshift_shelter","non_refugee",0.0260416666666667,NA,0.0100777860062897,0.0420055473270436,NA,NA
"shelter_type","refugee_status","unfinished_abandoned_building","non_refugee",0.0677083333333333,NA,0.0425239768164366,0.09289268985023,NA,NA
"shelter_type","refugee_status","apartment","refugee",0.618090452261307,NA,0.570253417957089,0.665927486565524,NA,NA
"shelter_type","refugee_status","house","refugee",0.329145728643216,NA,0.282879278561465,0.375412178724967,NA,NA
"shelter_type","refugee_status","makeshift_shelter","refugee",0.00251256281407035,NA,-0.00241656583442533,0.00744169146256603,NA,NA
"shelter_type","refugee_status","unfinished_abandoned_building","refugee",0.050251256281407,NA,0.0287414847450037,0.0717610278178104,NA,NA
"occupancy_arrangement","refugee_status","hosted_without_rent","non_refugee",0.158854166666667,NA,0.122213037393476,0.195495295939857,NA,NA
"occupancy_arrangement","refugee_status","ownership","non_refugee",0.7578125,NA,0.714869672130993,0.800755327869007,NA,NA
"occupancy_arrangement","refugee_status","rented","non_refugee",0.0807291666666667,NA,0.0534223627974732,0.10803597053586,NA,NA
"occupancy_arrangement","refugee_status","squatting","non_refugee",0.00260416666666667,NA,-0.0025044352077947,0.00771276854112803,NA,NA
